,Id,Name,NF_Subgroup__c,NF_Group__c,NF_Region__c,NF_Route__c,NF_Stage_Duration__c,StageName,NF_Stage_Change_Count__c,NF_Days_Through_Closing__c,NF_Days_Through_Qualified__c,Amount,NF_Client_Rev_Mil__c,NF_Client_Size_Employee__c,NF_Rev_T24M_Category__c,MainCompetitors__c,NF_Ratio_Identified_To_Total_Days__c,NF_Ratio_Validated_To_Total_Days__c,NF_Ratio_Qualified_To_Total_Days__c,NF_Deal_Size_Category__c
124,0061N00000VboJjQAJ,7219756,Shelters & RV,Performance & Non-auto,Midwest,Reseller,62.0,Closed Won,4.0,3.0,3.0,166704.0,5.0,4.0,0.0,Unknown,0.0,0.04,0.96,5.0
125,0061N00000VboJkQAJ,9407379,Exterior Accessories,Car Accessories,Southwest,Reseller,7.0,Closed Lost,3.0,17.0,17.0,30000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
126,0061N00000VboJlQAJ,7381742,Towing & Hitches,Car Accessories,Midwest,Fields Sales,43.0,Closed Won,5.0,13.0,2.0,17700.0,5.0,1.0,0.0,Known,0.044776,0.0,0.104478,2.0
127,0061N00000VboJmQAJ,8261788,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,16.0,Closed Lost,3.0,21.0,21.0,50000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
128,0061N00000VboJnQAJ,7545408,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,44.0,Closed Lost,3.0,19.0,19.0,30000.0,1.0,1.0,0.0,Unknown,0.089005,0.910995,0.0,3.0
129,0061N00000VboJoQAJ,8101496,Replacement Parts,Car Accessories,Northeast,Reseller,43.0,Closed Won,1.0,0.0,0.0,935.0,1.0,1.0,1.0,Unknown,0.0,0.0,0.0,1.0
130,0061N00000VboJpQAJ,5941005,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,24.0,Closed Won,4.0,28.0,28.0,60000.0,1.0,5.0,0.0,Known,0.0,0.416961,0.583039,4.0
131,0061N00000VboJqQAJ,7172665,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,75.0,Closed Won,3.0,2.0,2.0,13400.0,1.0,1.0,1.0,Unknown,0.0,0.5,0.5,2.0
132,0061N00000VboJrQAJ,6701198,Garage & Car Care,Car Accessories,Midwest,Fields Sales,90.0,Closed Won,3.0,3.0,3.0,39100.0,4.0,3.0,0.0,None,0.0,0.0,1.0,3.0
133,0061N00000VboJsQAJ,8236901,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,7.0,Closed Lost,2.0,32.0,32.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
134,0061N00000VboJtQAJ,7387615,Interior Accessories,Car Accessories,Southwest,Fields Sales,64.0,Closed Lost,2.0,5.0,5.0,120000.0,1.0,4.0,0.0,Unknown,1.0,0.0,0.0,5.0
135,0061N00000VboJuQAJ,8427171,Replacement Parts,Car Accessories,Pacific,Fields Sales,26.0,Closed Lost,2.0,6.0,6.0,0.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,1.0
136,0061N00000VboJvQAJ,6659040,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,97.0,Closed Won,1.0,0.0,0.0,12000.0,2.0,2.0,1.0,Unknown,0.0,0.0,0.0,2.0
137,0061N00000VboJwQAJ,9659837,Towing & Hitches,Car Accessories,Pacific,Fields Sales,1.0,Closed Won,4.0,14.0,11.0,75000.0,1.0,1.0,2.0,Unknown,0.0,0.702128,0.070922,4.0
138,0061N00000VboJxQAJ,9505270,Exterior Accessories,Car Accessories,Southeast,Fields Sales,18.0,Closed Won,2.0,3.0,3.0,67000.0,1.0,1.0,3.0,Unknown,0.0,0.0,1.0,4.0
139,0061N00000VboJyQAJ,8291648,Garage & Car Care,Car Accessories,Southwest,Fields Sales,17.0,Closed Lost,2.0,0.0,0.0,10000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,2.0
140,0061N00000VboJzQAJ,7666819,Shelters & RV,Performance & Non-auto,Northwest,Other,54.0,Closed Lost,3.0,4.0,4.0,250000.0,1.0,1.0,0.0,Known,0.0,0.225,0.775,6.0
141,0061N00000VboK0QAJ,7029062,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,64.0,Closed Lost,2.0,19.0,19.0,25000.0,5.0,3.0,0.0,None,0.0,1.0,0.0,3.0
142,0061N00000VboK1QAJ,9620831,Interior Accessories,Car Accessories,Northwest,Fields Sales,0.0,Closed Lost,5.0,16.0,10.0,160000.0,1.0,1.0,0.0,Unknown,0.0,0.349693,0.269939,5.0
143,0061N00000VboK2QAJ,7963483,Batteries & Accessories,Car Accessories,Northeast,Fields Sales,46.0,Closed Won,2.0,2.0,2.0,50880.0,1.0,1.0,0.0,Known,0.0,0.0,1.0,4.0
144,0061N00000VboK3QAJ,8377372,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,15.0,Closed Lost,3.0,18.0,18.0,240000.0,1.0,1.0,0.0,None,0.617486,0.382514,0.0,5.0
145,0061N00000VboK4QAJ,6441051,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,40.0,Closed Lost,3.0,57.0,57.0,8800.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
146,0061N00000VboK5QAJ,6096020,Exterior Accessories,Car Accessories,Midwest,Reseller,23.0,Closed Won,3.0,11.0,11.0,44171.0,1.0,2.0,0.0,Unknown,0.0,1.0,0.0,3.0
147,0061N00000VboK6QAJ,6932541,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,83.0,Closed Won,2.0,4.0,4.0,336600.0,1.0,1.0,4.0,None,0.0,0.0,1.0,6.0
148,0061N00000VboK7QAJ,9799749,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,9.0,Closed Lost,2.0,1.0,1.0,120000.0,1.0,1.0,4.0,Unknown,0.0,1.0,0.0,5.0
149,0061N00000VboK8QAJ,7298989,Interior Accessories,Car Accessories,Southeast,Fields Sales,67.0,Closed Lost,2.0,6.0,6.0,300000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,6.0
150,0061N00000VboK9QAJ,7808145,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,51.0,Closed Lost,3.0,2.0,2.0,100000.0,1.0,1.0,0.0,Unknown,0.0,0.666667,0.333333,5.0
151,0061N00000VboKAQAZ,5984533,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,46.0,Closed Won,4.0,12.0,12.0,479641.0,4.0,5.0,0.0,Unknown,0.0,0.0,0.991803,6.0
152,0061N00000VboKBQAZ,6797730,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,66.0,Closed Lost,4.0,25.0,25.0,120000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
153,0061N00000VboKCQAZ,8178926,Interior Accessories,Car Accessories,Northwest,Fields Sales,37.0,Closed Lost,2.0,4.0,4.0,80000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,4.0
154,0061N00000VboKDQAZ,7249962,Batteries & Accessories,Car Accessories,Midwest,Reseller,53.0,Closed Won,2.0,22.0,22.0,36809.0,1.0,1.0,2.0,Unknown,1.0,0.0,0.0,3.0
155,0061N00000VboKEQAZ,7361342,Batteries & Accessories,Car Accessories,Northeast,Fields Sales,54.0,Closed Lost,2.0,16.0,16.0,20000.0,3.0,4.0,0.0,Unknown,1.0,0.0,0.0,2.0
156,0061N00000VboKFQAZ,7947153,Interior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,45.0,Closed Lost,2.0,3.0,3.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
157,0061N00000VboKGQAZ,6726164,Shelters & RV,Performance & Non-auto,Southwest,Reseller,64.0,Closed Won,4.0,30.0,30.0,44900.0,4.0,3.0,0.0,Known,0.0,0.003311,0.980132,3.0
158,0061N00000VboKHQAZ,7752804,Batteries & Accessories,Car Accessories,Pacific,Reseller,55.0,Closed Won,1.0,0.0,0.0,674314.0,1.0,1.0,3.0,Unknown,0.0,0.0,0.0,7.0
159,0061N00000VboKIQAZ,7500174,Batteries & Accessories,Car Accessories,Pacific,Reseller,16.0,Closed Lost,5.0,47.0,47.0,77507.0,1.0,1.0,0.0,None,0.508511,0.491489,0.0,4.0
160,0061N00000VboKJQAZ,7565163,Exterior Accessories,Car Accessories,Northeast,Reseller,44.0,Closed Lost,3.0,18.0,18.0,20000.0,1.0,1.0,0.0,Unknown,0.423913,0.576087,0.0,2.0
161,0061N00000VboKKQAZ,8467062,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,25.0,Closed Won,3.0,4.0,4.0,10000.0,1.0,1.0,4.0,Unknown,0.0,0.285714,0.714286,2.0
162,0061N00000VboKLQAZ,8227981,Exterior Accessories,Car Accessories,Northeast,Other,39.0,Closed Lost,1.0,0.0,0.0,20000.0,1.0,1.0,0.0,None,0.0,0.0,0.0,2.0
163,0061N00000VboKMQAZ,9777054,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,7.0,Closed Lost,2.0,5.0,5.0,114.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,1.0
164,0061N00000VboKNQAZ,7384280,Exterior Accessories,Car Accessories,Pacific,Telesales,57.0,Closed Won,3.0,0.0,0.0,300.0,3.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
165,0061N00000VboKOQAZ,6905291,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,42.0,Closed Won,4.0,7.0,7.0,40000.0,1.0,1.0,0.0,Unknown,0.0,0.086957,0.913043,3.0
166,0061N00000VboKPQAZ,6080331,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,119.0,Closed Won,2.0,2.0,2.0,0.0,3.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
167,0061N00000VboKQQAZ,7792052,Interior Accessories,Car Accessories,Northeast,Other,39.0,Closed Won,3.0,14.0,2.0,12230.0,1.0,1.0,4.0,None,0.0,0.0,0.156028,2.0
168,0061N00000VboKRQAZ,8510950,Replacement Parts,Car Accessories,Midwest,Fields Sales,17.0,Closed Lost,3.0,12.0,12.0,90000.0,1.0,1.0,0.0,Unknown,0.095652,0.904348,0.0,4.0
169,0061N00000VboKSQAZ,7615916,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,43.0,Closed Won,4.0,3.0,3.0,220000.0,1.0,1.0,2.0,Unknown,0.0,0.0,0.903226,5.0
170,0061N00000VboKTQAZ,6704537,Batteries & Accessories,Car Accessories,Midwest,Reseller,87.0,Closed Won,7.0,3.0,3.0,121000.0,2.0,1.0,3.0,Known,0.533333,0.0,0.366667,5.0
171,0061N00000VboKUQAZ,7717090,Garage & Car Care,Car Accessories,Midwest,Reseller,46.0,Closed Won,4.0,2.0,2.0,4921.0,1.0,1.0,3.0,Unknown,0.176471,0.823529,0.0,1.0
172,0061N00000VboKVQAZ,9522939,Replacement Parts,Car Accessories,Midwest,Fields Sales,20.0,Closed Won,2.0,1.0,1.0,7000.0,1.0,1.0,4.0,Unknown,0.0,0.0,1.0,1.0
173,0061N00000VboKWQAZ,10040226,Garage & Car Care,Car Accessories,Northeast,Reseller,0.0,Closed Won,2.0,2.0,2.0,6570.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,1.0
174,0061N00000VboKXQAZ,6092009,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,90.0,Closed Won,5.0,29.0,29.0,42000.0,1.0,1.0,4.0,Known,0.682927,0.020906,0.296167,3.0
175,0061N00000VboKYQAZ,6803936,Replacement Parts,Car Accessories,Midwest,Fields Sales,41.0,Closed Lost,3.0,50.0,50.0,250000.0,5.0,5.0,0.0,Unknown,0.136,0.864,0.0,6.0
176,0061N00000VboKZQAZ,8006954,Replacement Parts,Car Accessories,Pacific,Fields Sales,40.0,Closed Lost,2.0,6.0,6.0,75000.0,1.0,1.0,0.0,Unknown,0.0,0.0,1.0,4.0
177,0061N00000VboKaQAJ,9568301,Batteries & Accessories,Car Accessories,Southwest,Telesales,9.0,Closed Won,2.0,0.0,0.0,0.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
178,0061N00000VboKbQAJ,7572797,Interior Accessories,Car Accessories,Northwest,Fields Sales,44.0,Closed Won,4.0,5.0,5.0,16046.0,1.0,1.0,3.0,Unknown,0.0,0.039216,0.960784,2.0
179,0061N00000VboKcQAJ,6834939,Interior Accessories,Car Accessories,Southeast,Fields Sales,65.0,Closed Lost,5.0,16.0,16.0,120000.0,2.0,1.0,0.0,Known,0.0,0.590062,0.409938,5.0
180,0061N00000VboKdQAJ,6229128,Exterior Accessories,Car Accessories,Southwest,Reseller,23.0,Closed Won,4.0,1.0,1.0,6000.0,3.0,3.0,0.0,Known,0.0,0.142857,0.857143,1.0
181,0061N00000VboKeQAJ,5885150,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,45.0,Closed Won,5.0,37.0,37.0,0.0,5.0,3.0,0.0,Unknown,0.550136,0.143631,0.306233,1.0
182,0061N00000VboKfQAJ,7154621,Replacement Parts,Car Accessories,Northeast,Reseller,65.0,Closed Lost,2.0,14.0,14.0,15000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
183,0061N00000VboKgQAJ,5970247,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,36.0,Closed Won,4.0,11.0,11.0,65000.0,4.0,1.0,2.0,Unknown,0.0,1.0,0.0,4.0
184,0061N00000VboKhQAJ,8296784,Performance Parts,Performance & Non-auto,Northeast,Fields Sales,28.0,Closed Lost,3.0,9.0,9.0,500000.0,1.0,1.0,0.0,Unknown,0.764045,0.235955,0.0,7.0
185,0061N00000VboKiQAJ,8296772,Exterior Accessories,Car Accessories,Midwest,Reseller,29.0,Closed Won,3.0,8.0,7.0,19000.0,1.0,1.0,3.0,None,0.0,0.894737,0.0,2.0
186,0061N00000VboKjQAJ,6032549,Exterior Accessories,Car Accessories,Pacific,Reseller,23.0,Closed Won,3.0,20.0,20.0,434041.0,1.0,1.0,2.0,Unknown,0.0,1.0,0.0,6.0
187,0061N00000VboKkQAJ,7269596,Exterior Accessories,Car Accessories,Midwest,Reseller,33.0,Closed Lost,4.0,41.0,41.0,8700.0,1.0,1.0,0.0,Unknown,0.0,0.007371,0.992629,1.0
188,0061N00000VboKlQAJ,6159134,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,89.0,Closed Lost,2.0,29.0,29.0,50000.0,4.0,5.0,0.0,None,0.0,1.0,0.0,4.0
189,0061N00000VboKmQAJ,8072561,Exterior Accessories,Car Accessories,Northeast,Reseller,16.0,Closed Lost,3.0,28.0,28.0,48000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
190,0061N00000VboKnQAJ,6043570,Batteries & Accessories,Car Accessories,Midwest,Reseller,84.0,Closed Lost,3.0,38.0,38.0,70000.0,3.0,4.0,0.0,Unknown,0.0,0.002639,0.997361,4.0
191,0061N00000VboKoQAJ,8003269,Towing & Hitches,Car Accessories,Mid-Atlantic,Reseller,26.0,Closed Lost,3.0,20.0,20.0,30000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
192,0061N00000VboKpQAJ,7494102,Replacement Parts,Car Accessories,Northwest,Fields Sales,50.0,Closed Won,4.0,7.0,4.0,68000.0,5.0,5.0,3.0,Known,0.0,0.0,0.506849,4.0
193,0061N00000VboKqQAJ,8274951,Towing & Hitches,Car Accessories,Southwest,Fields Sales,15.0,Closed Lost,4.0,21.0,21.0,50000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,4.0
194,0061N00000VboKrQAJ,7333247,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,46.0,Closed Won,5.0,25.0,24.0,151101.0,5.0,5.0,4.0,Known,0.01992,0.426295,0.494024,5.0
195,0061N00000VboKsQAJ,6639675,Batteries & Accessories,Car Accessories,Pacific,Telesales,82.0,Closed Won,3.0,3.0,3.0,0.0,5.0,4.0,0.0,None,0.0,0.0,1.0,1.0
196,0061N00000VboKtQAJ,7645193,Batteries & Accessories,Car Accessories,Midwest,Reseller,47.0,Closed Lost,3.0,12.0,12.0,30000.0,1.0,1.0,0.0,Unknown,0.0,0.008264,0.991736,3.0
197,0061N00000VboKuQAJ,8555474,Batteries & Accessories,Car Accessories,Southwest,Fields Sales,18.0,Closed Won,2.0,9.0,9.0,175.0,1.0,1.0,3.0,Unknown,0.0,0.0,1.0,1.0
198,0061N00000VboKvQAJ,6751024,Garage & Car Care,Car Accessories,Midwest,Fields Sales,42.0,Closed Won,5.0,1.0,1.0,323000.0,1.0,4.0,0.0,Unknown,0.0,0.0,1.0,6.0
199,0061N00000VboKwQAJ,6159230,Towing & Hitches,Car Accessories,Midwest,Reseller,43.0,Closed Lost,6.0,42.0,42.0,60000.0,2.0,2.0,0.0,Unknown,0.0,0.652278,0.347722,4.0
200,0061N00000VboKxQAJ,6051168,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,63.0,Closed Lost,3.0,59.0,59.0,200000.0,1.0,1.0,0.0,Unknown,0.686971,0.313029,0.0,5.0
201,0061N00000VboKyQAJ,9361187,Interior Accessories,Car Accessories,Midwest,Fields Sales,14.0,Closed Won,5.0,3.0,2.0,12000.0,1.0,1.0,4.0,Unknown,0.0,0.0,0.454545,2.0
202,0061N00000VboKzQAJ,7645263,Shelters & RV,Performance & Non-auto,Midwest,Reseller,56.0,Closed Won,2.0,3.0,3.0,186960.0,1.0,1.0,3.0,Unknown,0.0,1.0,0.0,5.0
203,0061N00000VboL0QAJ,5701219,Exterior Accessories,Car Accessories,Midwest,Reseller,23.0,Closed Won,3.0,18.0,18.0,2100.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
204,0061N00000VboL1QAJ,8423238,Interior Accessories,Car Accessories,Northwest,Reseller,27.0,Closed Won,3.0,4.0,0.0,6393.0,1.0,1.0,2.0,Unknown,0.0,0.02381,0.0,1.0
205,0061N00000VboL2QAJ,6527097,Performance Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,45.0,Closed Won,4.0,11.0,11.0,18500.0,1.0,5.0,0.0,Unknown,0.0,0.066038,0.933962,2.0
206,0061N00000VboL3QAJ,6066848,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,82.0,Closed Lost,2.0,39.0,39.0,70000.0,4.0,2.0,0.0,Unknown,0.0,1.0,0.0,4.0
207,0061N00000VboL4QAJ,9726409,Batteries & Accessories,Car Accessories,Northeast,Reseller,11.0,Closed Won,2.0,2.0,2.0,70000.0,1.0,1.0,2.0,Unknown,0.0,1.0,0.0,4.0
208,0061N00000VboL5QAJ,9724623,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,10.0,Closed Lost,2.0,4.0,4.0,155014.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
209,0061N00000VboL6QAJ,6874603,Garage & Car Care,Car Accessories,Pacific,Reseller,37.0,Closed Won,5.0,51.0,50.0,424758.0,1.0,1.0,2.0,Unknown,0.535019,0.431907,0.0,6.0
210,0061N00000VboL7QAJ,6372857,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,85.0,Closed Lost,4.0,24.0,24.0,10000.0,1.0,2.0,0.0,Unknown,0.110638,0.889362,0.0,2.0
211,0061N00000VboL8QAJ,6911117,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,79.0,Closed Lost,2.0,0.0,0.0,10001.0,5.0,2.0,0.0,Unknown,0.0,0.0,0.0,2.0
212,0061N00000VboL9QAJ,7003111,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,74.0,Closed Won,3.0,10.0,10.0,246456.0,1.0,1.0,0.0,Unknown,0.0,0.676471,0.323529,5.0
213,0061N00000VboLAQAZ,6786544,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,83.0,Closed Lost,2.0,9.0,9.0,50000.0,5.0,1.0,0.0,Unknown,1.0,0.0,0.0,4.0
214,0061N00000VboLBQAZ,7557500,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,54.0,Closed Lost,6.0,6.0,6.0,40000.0,1.0,1.0,0.0,Unknown,0.0,0.737705,0.262295,3.0
215,0061N00000VboLCQAZ,7901534,Performance Parts,Performance & Non-auto,Midwest,Reseller,17.0,Closed Won,3.0,32.0,32.0,191998.0,1.0,1.0,0.0,Unknown,0.0,0.76324,0.23676,5.0
216,0061N00000VboLDQAZ,8451472,Exterior Accessories,Car Accessories,Northwest,Reseller,18.0,Closed Won,2.0,12.0,12.0,41315.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
217,0061N00000VboLEQAZ,6909323,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,49.0,Closed Lost,3.0,38.0,38.0,10000.0,3.0,3.0,0.0,Unknown,0.409922,0.590078,0.0,2.0
218,0061N00000VboLFQAZ,6788735,Replacement Parts,Car Accessories,Northwest,Other,26.0,Closed Lost,5.0,66.0,66.0,300000.0,5.0,4.0,0.0,Known,0.275915,0.710366,0.01372,6.0
219,0061N00000VboLGQAZ,7595411,Garage & Car Care,Car Accessories,Pacific,Reseller,54.0,Closed Lost,5.0,5.0,5.0,21000.0,1.0,1.0,0.0,None,0.0,0.320755,0.679245,2.0
220,0061N00000VboLHQAZ,6215487,Motorcycle Parts,Performance & Non-auto,Pacific,Other,90.0,Closed Lost,3.0,26.0,26.0,60000.0,1.0,5.0,0.0,Unknown,0.863813,0.136187,0.0,4.0
221,0061N00000VboLIQAZ,8479105,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,9.0,Closed Lost,2.0,20.0,20.0,387536.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,6.0
222,0061N00000VboLJQAZ,9622502,Interior Accessories,Car Accessories,Southeast,Reseller,1.0,Closed Won,7.0,15.0,15.0,20382.0,1.0,1.0,0.0,Unknown,0.0,0.019481,0.941558,2.0
223,0061N00000VboLKQAZ,8219759,Exterior Accessories,Car Accessories,Midwest,Fields Sales,37.0,Closed Lost,5.0,1.0,1.0,110429.0,1.0,1.0,0.0,Known,0.0,0.071429,0.5,5.0
224,0061N00000VboLLQAZ,9821954,Garage & Car Care,Car Accessories,Northeast,Reseller,0.0,Closed Lost,2.0,10.0,10.0,29264.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
225,0061N00000VboLMQAZ,6669894,Garage & Car Care,Car Accessories,Midwest,Reseller,62.0,Closed Lost,2.0,35.0,35.0,11000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
226,0061N00000VboLNQAZ,6858636,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,79.0,Closed Won,4.0,7.0,7.0,30000.0,4.0,2.0,0.0,Unknown,0.0,0.694444,0.305556,3.0
227,0061N00000VboLOQAZ,5859076,Replacement Parts,Car Accessories,Northwest,Reseller,23.0,Closed Won,4.0,6.0,0.0,8192.0,1.0,1.0,0.0,Unknown,0.0,0.017857,0.0,1.0
228,0061N00000VboLPQAZ,9782706,Garage & Car Care,Car Accessories,Pacific,Fields Sales,8.0,Closed Lost,2.0,3.0,3.0,9042.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
229,0061N00000VboLQQAZ,7993553,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,28.0,Closed Lost,2.0,18.0,18.0,150000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
230,0061N00000VboLRQAZ,7812219,Interior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,52.0,Closed Lost,2.0,0.0,0.0,250000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,6.0
231,0061N00000VboLSQAZ,8382941,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,7.0,Closed Lost,6.0,21.0,21.0,25000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
232,0061N00000VboLTQAZ,6623494,Tires & Wheels,Tires & Wheels,Mid-Atlantic,Fields Sales,60.0,Closed Won,7.0,38.0,28.0,220000.0,1.0,4.0,0.0,Known,0.0,0.015666,0.720627,5.0
233,0061N00000VboLUQAZ,6883299,Performance Parts,Performance & Non-auto,Southwest,Fields Sales,43.0,Closed Won,2.0,0.0,0.0,40000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,3.0
234,0061N00000VboLVQAZ,6607643,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,49.0,Closed Lost,3.0,51.0,51.0,10000.0,1.0,1.0,0.0,Unknown,0.005917,0.994083,0.0,2.0
235,0061N00000VboLWQAZ,9643223,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,16.0,Closed Won,1.0,0.0,0.0,650.0,1.0,1.0,0.0,None,0.0,0.0,0.0,1.0
236,0061N00000VboLXQAZ,7836146,Batteries & Accessories,Car Accessories,Pacific,Other,29.0,Closed Lost,2.0,22.0,22.0,100759.0,1.0,1.0,0.0,None,1.0,0.0,0.0,5.0
237,0061N00000VboLYQAZ,8110378,Exterior Accessories,Car Accessories,Northeast,Other,24.0,Closed Lost,2.0,19.0,19.0,10000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,2.0
238,0061N00000VboLZQAZ,9480171,Towing & Hitches,Car Accessories,Mid-Atlantic,Reseller,11.0,Closed Won,2.0,11.0,11.0,61503.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,4.0
239,0061N00000VboLaQAJ,7800901,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Other,48.0,Closed Lost,2.0,4.0,4.0,150000.0,1.0,1.0,4.0,Known,0.0,1.0,0.0,5.0
240,0061N00000VboLbQAJ,7785623,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,45.0,Closed Lost,2.0,8.0,8.0,150000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
241,0061N00000VboLcQAJ,6669775,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,90.0,Closed Lost,2.0,7.0,7.0,150000.0,2.0,4.0,0.0,None,0.0,1.0,0.0,5.0
242,0061N00000VboLdQAJ,7884410,Garage & Car Care,Car Accessories,Southeast,Reseller,42.0,Closed Won,4.0,8.0,7.0,5000.0,1.0,1.0,0.0,Known,0.0,0.012821,0.858974,1.0
243,0061N00000VboLeQAJ,7770767,Exterior Accessories,Car Accessories,Midwest,Reseller,49.0,Closed Lost,3.0,5.0,5.0,153374.0,1.0,1.0,2.0,Unknown,0.0,0.055556,0.944444,5.0
244,0061N00000VboLfQAJ,6784956,Exterior Accessories,Car Accessories,Pacific,Reseller,83.0,Closed Won,2.0,9.0,9.0,48573.0,1.0,5.0,0.0,Unknown,0.0,1.0,0.0,3.0
245,0061N00000VboLgQAJ,9516233,Replacement Parts,Car Accessories,Southwest,Fields Sales,16.0,Closed Lost,2.0,4.0,4.0,40000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
246,0061N00000VboLhQAJ,7758154,Exterior Accessories,Car Accessories,Southwest,Reseller,51.0,Closed Won,3.0,3.0,0.0,174037.0,1.0,1.0,0.0,Unknown,0.0,0.034483,0.0,5.0
247,0061N00000VboLiQAJ,9395382,Batteries & Accessories,Car Accessories,Southwest,Reseller,17.0,Closed Won,2.0,8.0,8.0,200000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
248,0061N00000VboLjQAJ,6953842,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,68.0,Closed Lost,2.0,18.0,18.0,100000.0,5.0,1.0,4.0,Unknown,1.0,0.0,0.0,5.0
249,0061N00000VboLkQAJ,6583401,Batteries & Accessories,Car Accessories,Northwest,Reseller,61.0,Closed Lost,2.0,39.0,39.0,120000.0,3.0,2.0,0.0,Unknown,0.0,1.0,0.0,5.0
