Random Num,NF_Opportunity,Close Date,Opportunity Name,NF_Subgroup,NF_Group,NF_Region,NF_Route,NF_Stage_Duration,Stage,NF_Stage_Change_Count,NF_Days_Through_Closing,NF_Days_Through_Qualified,Amount,NF_Client_Rev_Mil,NF_Client_Size_Employee,NF_Rev_T24M_Category,Main Compeitor(s),NF_Ratio_Identified_To_Total_Days,NF_Ratio_Validated_To_Total_Days,NF_Ratio_Qualified_To_Total_Days,NF_Deal_Size_Category
163,1,1/1/2018,5995618,Interior Accessories,Car Accessories,Southeast,Fields Sales,45,Closed Won,6,33,33,37800,5,3,0,Unknown,0.184615,0.313846,0.501538,3
163,1,1/1/2018,9904411,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,7,Closed Won,2,0,0,1965,1,1,0,Unknown,0,0,1,1
166,1,1/1/2018,6862707,Replacement Parts,Car Accessories,Northwest,Fields Sales,84,Closed Won,3,5,2,68000,5,5,0,Known,0,0,0.42,4
166,1,1/1/2018,9914019,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,7,Closed Won,1,0,0,4990,1,1,0,Unknown,0,0,0,1
169,1,1/1/2018,7169691,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,70,Closed Lost,3,8,8,110000,3,2,0,Unknown,0,0.902439,0.097561,5
169,1,1/1/2018,7608288,Batteries & Accessories,Car Accessories,Midwest,Reseller,55,Closed Won,3,5,5,10429,1,1,0,Unknown,0,0.018519,0.981481,2
170,1,1/1/2018,9742253,Exterior Accessories,Car Accessories,Northeast,Fields Sales,4,Closed Lost,2,9,9,45000,1,1,0,Unknown,0,1,0,3
171,1,1/1/2018,8107762,Garage & Car Care,Car Accessories,Midwest,Reseller,43,Closed Won,1,0,0,92142,1,1,0,Unknown,0,0,0,4
172,1,1/1/2018,6710719,Garage & Car Care,Car Accessories,Northeast,Fields Sales,64,Closed Lost,2,31,31,250000,4,5,0,Unknown,1,0,0,6
172,1,1/1/2018,8369523,Shelters & RV,Performance & Non-auto,Southwest,Reseller,30,Closed Won,3,3,3,4000,1,1,0,Unknown,0,0.030303,0.969697,1
172,1,1/1/2018,6629159,Batteries & Accessories,Car Accessories,Pacific,Reseller,91,Closed Won,4,6,1,2000,1,3,0,None,0,0,0.122807,1
173,1,1/1/2018,6673963,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,56,Closed Lost,2,0,0,0,1,1,4,Unknown,0,0,0,1
174,1,1/1/2018,6199641,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,73,Closed Lost,2,43,43,50000,2,3,0,Unknown,1,0,0,4
174,1,1/1/2018,7078632,Garage & Car Care,Car Accessories,Midwest,Fields Sales,62,Closed Lost,4,19,19,300000,1,4,0,Unknown,0.26943,0.73057,0,6
176,1,1/1/2018,7949553,Replacement Parts,Car Accessories,Pacific,Fields Sales,47,Closed Won,2,1,1,4000,1,1,0,None,0,0,1,1
177,1,1/1/2018,9609524,Exterior Accessories,Car Accessories,Midwest,Fields Sales,0,Closed Won,3,17,17,9815,1,1,2,Unknown,0,0.770588,0.229412,1
178,1,1/1/2018,6611784,Replacement Parts,Car Accessories,Northeast,Fields Sales,17,Closed Won,12,64,64,820000,4,4,2,Known,0,0.631083,0.368917,7
179,1,1/1/2018,6969936,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,65,Closed Lost,3,20,20,35000,5,5,0,Known,0,0.923469,0.076531,3
179,1,1/1/2018,6108044,Garage & Car Care,Car Accessories,Midwest,Reseller,23,Closed Won,3,2,2,12920,1,1,0,Unknown,0,1,0,2
180,1,1/1/2018,9666926,Exterior Accessories,Car Accessories,Midwest,Reseller,8,Closed Won,2,7,7,8897,1,1,0,Unknown,0,1,0,1
180,1,1/1/2018,6748187,Garage & Car Care,Car Accessories,Midwest,Fields Sales,43,Closed Won,4,1,1,26000,3,4,0,Known,0,0.214286,0.785714,3
181,1,1/1/2018,8097018,Interior Accessories,Car Accessories,Midwest,Fields Sales,7,Closed Lost,2,36,36,120000,1,1,0,Unknown,1,0,0,5
181,1,1/1/2018,6640427,Interior Accessories,Car Accessories,Northeast,Fields Sales,43,Closed Won,9,22,21,50000,1,1,0,Unknown,0.113122,0.565611,0.271493,4
182,1,1/1/2018,6355174,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,81,Closed Lost,3,29,0,12000,1,4,0,Unknown,0,0.01049,0,2
183,1,1/1/2018,8484562,Replacement Parts,Car Accessories,Northwest,Reseller,27,Closed Won,2,2,2,23504,1,1,0,Unknown,0,1,0,2
183,1,1/1/2018,9608244,Interior Accessories,Car Accessories,Midwest,Fields Sales,16,Closed Won,3,1,0,4095,1,1,4,Unknown,0,0,0,1
184,1,1/1/2018,7430762,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,46,Closed Lost,2,22,22,17000,3,2,0,Unknown,0,1,0,2
186,1,1/1/2018,9434070,Interior Accessories,Car Accessories,Southeast,Fields Sales,7,Closed Lost,2,16,16,105000,1,1,0,Unknown,1,0,0,5
186,1,1/1/2018,7478701,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,60,Closed Lost,2,6,6,1000000,1,1,0,Unknown,1,0,0,7
187,1,1/1/2018,8322497,Garage & Car Care,Car Accessories,Northeast,Reseller,16,Closed Lost,3,18,18,30000,1,1,0,Unknown,0,1,0,3
187,1,1/1/2018,8288491,Exterior Accessories,Car Accessories,Midwest,Reseller,25,Closed Won,2,12,12,5000,1,1,0,Unknown,0,1,0,1
189,1,1/1/2018,8369405,Batteries & Accessories,Car Accessories,Southwest,Reseller,28,Closed Won,3,6,6,26000,1,1,0,Unknown,0,0.016129,0.983871,3
190,1,1/1/2018,7717004,Exterior Accessories,Car Accessories,Midwest,Reseller,39,Closed Won,3,18,18,0,1,1,0,Unknown,0,0.016575,0.983425,1
191,1,1/1/2018,7557258,Batteries & Accessories,Car Accessories,Northeast,Fields Sales,56,Closed Won,3,7,7,15000,1,1,3,Known,0,0.869565,0.130435,2
193,1,1/1/2018,8096580,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,16,Closed Lost,3,27,27,62005,1,1,0,Unknown,0,1,0,4
193,1,1/1/2018,7234942,Shelters & RV,Performance & Non-auto,Northwest,Reseller,41,Closed Lost,10,34,34,100000,1,5,0,Unknown,0.002924,0.073099,0.923977,5
194,1,1/1/2018,7106432,Interior Accessories,Car Accessories,Midwest,Fields Sales,75,Closed Lost,2,5,5,0,2,1,0,Unknown,0,1,0,1
194,1,1/1/2018,8080185,Exterior Accessories,Car Accessories,Southwest,Reseller,37,Closed Won,3,6,6,25000,1,1,2,None,0,0.031746,0.968254,3
197,1,1/1/2018,6708428,Exterior Accessories,Car Accessories,Midwest,Reseller,77,Closed Won,5,7,7,320,2,1,1,None,0,0.90411,0.09589,1
197,1,1/1/2018,6874623,Garage & Car Care,Car Accessories,Northwest,Reseller,74,Closed Won,5,3,2,49896,5,2,0,Unknown,0,0.481481,0.407407,3
199,1,1/1/2018,6766812,Garage & Car Care,Car Accessories,Midwest,Reseller,88,Closed Lost,2,5,5,24000,1,3,0,Unknown,0,1,0,2
199,1,1/1/2018,7258869,Batteries & Accessories,Car Accessories,Southwest,Reseller,54,Closed Lost,6,18,18,50000,1,2,0,Unknown,0,0.556818,0.443182,4
199,1,1/1/2018,8008982,Exterior Accessories,Car Accessories,Southeast,Reseller,44,Closed Won,2,2,2,14000,1,1,0,Unknown,0,1,0,2
199,1,1/1/2018,7872193,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,47,Closed Won,5,3,3,20232,1,1,0,Unknown,0.032258,0.516129,0.419355,2
200,1,1/1/2018,6130784,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,91,Closed Lost,4,28,28,20000,1,1,0,Known,0.528169,0.014085,0.457746,2
202,1,1/1/2018,9492946,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,16,Closed Won,2,5,0,18702,1,1,4,None,0,0,0,2
203,1,1/1/2018,7216610,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,59,Closed Lost,4,4,4,50000,1,1,0,Known,0,1,0,4
203,1,1/1/2018,6875144,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,82,Closed Won,3,6,6,20318,1,1,1,Unknown,0,0.080645,0.919355,2
205,1,1/1/2018,6766637,Replacement Parts,Car Accessories,Midwest,Reseller,91,Closed Won,3,2,1,338282,1,1,2,Unknown,0,0.411765,0,6
205,1,1/1/2018,8034515,Exterior Accessories,Car Accessories,Pacific,Reseller,39,Closed Won,3,6,5,9088,1,1,3,Unknown,0,0.85,0,1
206,1,1/1/2018,7285075,Interior Accessories,Car Accessories,Southeast,Fields Sales,49,Closed Lost,5,25,25,300000,5,5,0,Unknown,0.195918,0.804082,0,6
206,1,1/1/2018,7143101,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,72,Closed Lost,2,6,6,20000,1,1,0,Unknown,0,1,0,2
207,1,1/1/2018,7339481,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,60,Closed Lost,2,12,12,150000,5,2,0,Unknown,0,1,0,5
208,1,1/1/2018,8287042,Batteries & Accessories,Car Accessories,Northeast,Reseller,16,Closed Lost,3,20,20,100000,1,1,0,Unknown,0,1,0,5
210,1,1/1/2018,7336332,Garage & Car Care,Car Accessories,Southwest,Fields Sales,47,Closed Lost,5,12,7,30000,1,2,0,Unknown,0,0.393162,0.179487,3
210,1,1/1/2018,7032761,Garage & Car Care,Car Accessories,Northwest,Reseller,79,Closed Lost,2,4,4,44278,2,2,0,Unknown,1,0,0,3
213,1,1/1/2018,7157869,Replacement Parts,Car Accessories,Pacific,Fields Sales,74,Closed Lost,2,4,4,50000,1,1,0,Unknown,1,0,0,4
214,1,1/1/2018,9472179,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,22,Closed Lost,2,0,0,110000,1,1,0,Unknown,0,0,0,5
214,1,1/1/2018,8228212,Garage & Car Care,Car Accessories,Midwest,Reseller,39,Closed Won,1,0,0,8250,1,1,0,Unknown,0,0,0,1
214,1,1/1/2018,7968153,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,39,Closed Won,3,9,7,38753,1,1,0,Known,0,0,0.847059,3
214,1,1/1/2018,8164266,Replacement Parts,Car Accessories,Pacific,Fields Sales,28,Closed Won,2,13,0,573,1,1,3,None,0,0,0,1
215,1,1/1/2018,7219921,Exterior Accessories,Car Accessories,Midwest,Reseller,66,Closed Won,4,10,7,30674,4,1,0,Unknown,0,0.126316,0.578947,3
217,1,1/1/2018,9626070,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,16,Closed Won,1,0,0,12537,1,1,0,None,0,0,0,2
218,1,1/1/2018,6313248,Exterior Accessories,Car Accessories,Midwest,Fields Sales,89,Closed Lost,3,22,22,6134,1,1,0,Known,0.008969,0.991031,0,1
219,1,1/1/2018,7608386,Shelters & RV,Performance & Non-auto,Northeast,Reseller,26,Closed Lost,2,35,35,10000,1,1,0,Unknown,0,1,0,2
220,1,1/1/2018,8202666,Garage & Car Care,Car Accessories,Midwest,Fields Sales,37,Closed Won,2,2,0,1000,1,1,0,Known,0,0,0,1
221,1,1/1/2018,7595204,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,35,Closed Lost,3,27,27,5000,1,1,0,Unknown,0,1,0,1
221,1,1/1/2018,6770103,Garage & Car Care,Car Accessories,Midwest,Reseller,73,Closed Won,6,18,8,52788,1,2,0,Unknown,0,0.308571,0.165714,4
223,1,1/1/2018,7534538,Exterior Accessories,Car Accessories,Midwest,Reseller,51,Closed Lost,5,12,12,29000,2,1,0,Unknown,0.818182,0.181818,0,3
225,1,1/1/2018,9463244,Batteries & Accessories,Car Accessories,Midwest,Other,21,Closed Lost,2,1,1,120000,1,1,0,Unknown,1,0,0,5
225,1,1/1/2018,6652517,Garage & Car Care,Car Accessories,Midwest,Reseller,96,Closed Won,2,2,2,11400,3,3,0,Unknown,0,1,0,2
227,1,1/1/2018,9515314,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,18,Closed Won,2,3,3,1400,1,1,0,Unknown,0,1,0,1
231,1,1/1/2018,9475445,Exterior Accessories,Car Accessories,Midwest,Reseller,7,Closed Lost,4,15,15,60000,1,1,0,Unknown,0,0.006711,0.993289,4
232,1,1/1/2018,7805130,Replacement Parts,Car Accessories,Midwest,Reseller,49,Closed Won,3,1,1,3664,1,1,0,Unknown,0,1,0,1
232,1,1/1/2018,6369951,Garage & Car Care,Car Accessories,Midwest,Reseller,24,Closed Won,2,0,0,60137,3,3,0,Unknown,0,0,0,4
233,1,1/1/2018,6422710,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,49,Closed Lost,2,58,58,30000,2,2,0,Unknown,0,1,0,3
233,1,1/1/2018,8522984,Towing & Hitches,Car Accessories,Midwest,Fields Sales,5,Closed Won,4,10,10,61347,1,1,4,Unknown,0.07767,0.92233,0,4
233,1,1/1/2018,8540377,Garage & Car Care,Car Accessories,Northwest,Reseller,27,Closed Won,1,0,0,6162,1,1,0,Unknown,0,0,0,1
234,1,1/1/2018,8244408,Motorcycle Parts,Performance & Non-auto,Southwest,Other,38,Closed Lost,1,0,0,200000,1,1,0,Unknown,0,0,0,5
235,1,1/1/2018,6751265,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,76,Closed Lost,2,18,18,45000,4,5,0,Unknown,1,0,0,3
235,1,1/1/2018,7120218,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,79,Closed Won,2,0,0,12453,2,2,0,None,0,0,1,2
237,1,1/1/2018,9650779,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Closed Won,2,6,6,24795,1,1,0,Unknown,0,0,1,2
237,1,1/1/2018,9710157,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,14,Closed Won,1,0,0,2817,1,1,1,None,0,0,0,1
238,1,1/1/2018,9532536,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,20,Closed Won,1,0,0,66622,1,1,0,Unknown,0,0,0,4
239,1,1/1/2018,6626261,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,90,Closed Lost,3,8,8,25000,1,1,0,Unknown,0.666667,0.333333,0,3
241,1,1/1/2018,7851118,Performance Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,48,Closed Lost,2,2,2,400000,1,1,0,Known,0,1,0,6
241,1,1/1/2018,7608783,Garage & Car Care,Car Accessories,Northwest,Reseller,53,Closed Won,3,5,5,10979,1,1,0,Known,0,0,1,2
243,1,1/1/2018,7738239,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,30,Closed Lost,2,26,26,50000,1,1,0,Known,0,1,0,4
243,1,1/1/2018,7235979,Exterior Accessories,Car Accessories,Midwest,Reseller,63,Closed Lost,2,13,13,30000,1,1,0,Unknown,0,1,0,3
243,1,1/1/2018,6462808,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,101,Closed Won,5,4,2,21000,5,5,0,Unknown,0.186047,0.255814,0.046512,2
246,1,1/1/2018,7936363,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,13,Closed Lost,3,35,0,25000,1,1,0,Known,0,0.008571,0,3
246,1,1/1/2018,9518156,Towing & Hitches,Car Accessories,Midwest,Reseller,4,Closed Won,3,17,15,16564,1,1,2,Unknown,0.905325,0,0,2
247,1,1/1/2018,7466892,Interior Accessories,Car Accessories,Southeast,Fields Sales,45,Closed Lost,2,21,21,300000,1,1,0,Unknown,0,1,0,6
247,1,1/1/2018,6714080,Towing & Hitches,Car Accessories,Southwest,Fields Sales,54,Closed Lost,3,41,41,75000,1,1,0,Unknown,0.017199,0.982801,0,4
249,1,1/1/2018,9440228,Towing & Hitches,Car Accessories,Mid-Atlantic,Fields Sales,14,Closed Lost,2,9,9,25000,1,1,0,Unknown,1,0,0,3
249,1,1/1/2018,7370569,Exterior Accessories,Car Accessories,Pacific,Reseller,65,Closed Won,2,5,5,76391,5,1,2,Unknown,0,1,0,4
249,1,1/1/2018,7440867,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,67,Closed Won,1,0,0,15000,2,4,1,Unknown,0,0,0,2
254,1,1/1/2018,9762436,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,8,Closed Won,3,3,0,483025,1,1,4,Unknown,0,0,0,6
255,1,1/1/2018,8399909,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,11,Closed Won,3,22,22,149000,1,1,1,None,0,0.201835,0.798165,5
257,1,1/1/2018,7007045,Batteries & Accessories,Car Accessories,Northwest,Reseller,44,Closed Lost,2,40,40,58139,1,1,0,Unknown,0,1,0,4
258,1,1/1/2018,9528132,Exterior Accessories,Car Accessories,Midwest,Reseller,18,Closed Won,2,3,3,4000,1,1,0,Unknown,0,1,0,1
261,1,1/1/2018,7713478,Performance Parts,Performance & Non-auto,Southwest,Fields Sales,26,Closed Lost,3,31,31,387094,1,1,0,Unknown,0,0.728155,0.271845,6
261,1,1/1/2018,6835055,Exterior Accessories,Car Accessories,Northwest,Fields Sales,80,Closed Won,5,10,7,0,1,1,4,Unknown,0.039216,0.068627,0.617647,1
262,1,1/1/2018,8491858,Replacement Parts,Car Accessories,Midwest,Reseller,16,Closed Lost,2,12,12,5000,1,1,0,None,0,1,0,1
262,1,1/1/2018,7867983,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,22,Closed Lost,2,29,29,150000,1,1,0,Unknown,1,0,0,5
262,1,1/1/2018,9531662,Exterior Accessories,Car Accessories,Midwest,Reseller,11,Closed Won,2,10,10,40000,1,1,0,Unknown,0,1,0,3
265,1,1/1/2018,6197351,Garage & Car Care,Car Accessories,Pacific,Reseller,23,Closed Won,3,3,3,54255,4,5,0,Unknown,0,1,0,4
268,1,1/1/2018,9888818,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,0,Closed Lost,3,8,8,400000,1,1,0,Unknown,0.448718,0,0.551282,6
269,1,1/1/2018,7301864,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,67,Closed Lost,3,1,1,30000,1,1,0,Unknown,0,1,0,3
269,1,1/1/2018,9742696,Batteries & Accessories,Car Accessories,Southwest,Fields Sales,11,Closed Won,3,0,0,23880,1,1,3,Unknown,0,0,1,2
270,1,1/1/2018,6711234,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,88,Closed Lost,2,7,7,116261,1,3,0,Unknown,1,0,0,5
271,1,1/1/2018,8244344,Exterior Accessories,Car Accessories,Pacific,Other,38,Closed Lost,1,0,0,0,1,1,4,Unknown,0,0,0,1
271,1,1/1/2018,9992745,Performance Parts,Performance & Non-auto,Southeast,Fields Sales,3,Closed Lost,2,1,1,28000,1,1,0,Unknown,0,1,0,3
271,1,1/1/2018,7630635,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,44,Closed Lost,2,16,16,18421,1,1,0,Unknown,0,1,0,2
271,1,1/1/2018,9814286,Garage & Car Care,Car Accessories,Midwest,Reseller,10,Closed Won,2,1,1,5460,1,1,0,None,0,1,0,1
272,1,1/1/2018,8249664,Interior Accessories,Car Accessories,Midwest,Fields Sales,30,Closed Lost,2,8,8,69000,1,1,0,Unknown,1,0,0,4
275,1,1/1/2018,8064652,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,42,Closed Won,2,2,2,10259,1,1,2,Unknown,0,1,0,2
276,1,1/1/2018,6705720,Replacement Parts,Car Accessories,Northeast,Reseller,41,Closed Won,5,9,3,37632,3,1,2,Unknown,0,0.011236,0.292135,3
276,1,1/1/2018,6760082,Exterior Accessories,Car Accessories,Pacific,Reseller,93,Closed Won,1,0,0,43404,1,1,0,Unknown,0,0,0,3
277,1,1/1/2018,9806325,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,6,Closed Won,2,5,5,40000,1,1,0,Unknown,0,1,0,3
280,1,1/1/2018,7969383,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,17,Closed Lost,2,31,31,20000,1,1,0,Unknown,0,1,0,2
280,1,1/1/2018,7454669,Replacement Parts,Car Accessories,Pacific,Reseller,49,Closed Lost,2,17,17,1550,1,5,0,Unknown,1,0,0,1
280,1,1/1/2018,8055164,Shelters & RV,Performance & Non-auto,Northeast,Reseller,45,Closed Won,1,0,0,18000,1,1,0,Unknown,0,0,0,2
280,1,1/1/2018,9468526,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,18,Closed Won,3,4,4,73420,1,1,1,Unknown,0,1,0,4
281,1,1/1/2018,7844534,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,41,Closed Lost,2,10,10,20000,1,1,0,Unknown,0,1,0,2
281,1,1/1/2018,7852370,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,36,Closed Won,2,15,15,7750,1,1,0,Unknown,1,0,0,1
281,1,1/1/2018,6527077,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,35,Closed Won,6,2,1,2275,1,2,0,Known,0,0.238095,0,1
282,1,1/1/2018,6810074,Replacement Parts,Car Accessories,Mid-Atlantic,Fields Sales,76,Closed Lost,4,14,11,5000,1,1,0,Known,0,0.309859,0.485915,1
285,1,1/1/2018,7187992,Garage & Car Care,Car Accessories,Midwest,Reseller,9,Closed Lost,4,15,15,50000,1,1,0,Unknown,0,1,0,4
285,1,1/1/2018,7717036,Garage & Car Care,Car Accessories,Southeast,Reseller,44,Closed Lost,2,13,13,10000,1,1,0,Known,0,1,0,2
286,1,1/1/2018,9626653,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,16,Closed Won,1,0,0,5683,1,1,0,None,0,0,0,1
287,1,1/1/2018,5700540,Exterior Accessories,Car Accessories,Pacific,Telesales,56,Closed Won,5,11,11,40000,4,5,4,Unknown,0.28972,0.71028,0,3
290,1,1/1/2018,7125790,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,79,Closed Won,1,0,0,127333,5,1,0,Unknown,0,0,0,5
293,1,1/1/2018,8510803,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,16,Closed Lost,3,12,12,20,1,1,0,None,0,0,1,1
294,1,1/1/2018,7454568,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,58,Closed Won,3,8,7,31305,1,1,0,Unknown,0,0.843373,0,3
294,1,1/1/2018,9478631,Performance Parts,Performance & Non-auto,Northeast,Reseller,9,Closed Won,4,13,13,600000,1,1,3,Unknown,0,0.007812,0.992188,7
294,1,1/1/2018,6729267,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,95,Closed Won,1,0,0,8000,4,2,0,Unknown,0,0,0,1
295,1,1/1/2018,6760185,Garage & Car Care,Car Accessories,Northeast,Reseller,64,Closed Lost,2,29,29,20000,2,1,0,Unknown,0,1,0,2
297,1,1/1/2018,6914743,Garage & Car Care,Car Accessories,Pacific,Reseller,76,Closed Won,4,10,10,50903,1,4,0,Unknown,0,0.028846,0.903846,4
298,1,1/1/2018,9916224,Exterior Accessories,Car Accessories,Northwest,Reseller,7,Closed Won,1,0,0,245348,1,1,4,Unknown,0,0,0,5
300,1,1/1/2018,7051505,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,73,Closed Won,4,9,7,153000,1,4,3,Known,0.4,0,0.422222,5
302,1,1/1/2018,5736172,Garage & Car Care,Car Accessories,Southeast,Fields Sales,45,Closed Won,4,81,81,140000,1,3,3,Unknown,0,0.481481,0.518519,5
303,1,1/1/2018,5357385,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,84,Closed Lost,4,69,69,74999,4,1,0,Unknown,0.908029,0.091971,0,4
303,1,1/1/2018,8117029,Exterior Accessories,Car Accessories,Northeast,Fields Sales,27,Closed Won,5,14,7,117398,1,1,0,Unknown,0,0.298611,0.159722,5
304,1,1/1/2018,6441142,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,64,Closed Lost,2,42,42,30000,1,1,0,Unknown,0,1,0,3
304,1,1/1/2018,9626588,Motorcycle Parts,Performance & Non-auto,Northeast,Fields Sales,13,Closed Lost,2,4,4,11200,1,1,0,None,0,0,1,2
305,1,1/1/2018,8377014,Garage & Car Care,Car Accessories,Northeast,Reseller,29,Closed Won,2,4,4,104650,1,1,0,Unknown,0,1,0,5
306,1,1/1/2018,7284624,Exterior Accessories,Car Accessories,Midwest,Reseller,65,Closed Lost,2,9,9,50000,3,3,0,Unknown,0,1,0,4
308,1,1/1/2018,9831872,Garage & Car Care,Car Accessories,Northwest,Fields Sales,9,Closed Won,4,1,1,5465,1,1,1,None,0,1,0,1
308,1,1/1/2018,9630198,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,3,Closed Won,3,3,3,1000,1,1,1,Unknown,0,1,0,1
310,1,1/1/2018,9428068,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,23,Closed Lost,2,0,0,31002,1,1,0,Unknown,0,0,0,3
313,1,1/1/2018,8407622,Exterior Accessories,Car Accessories,Northeast,Fields Sales,26,Closed Won,3,5,5,54000,1,1,0,Known,0,0,1,4
316,1,1/1/2018,7223666,Exterior Accessories,Car Accessories,Northwest,Reseller,73,Closed Lost,3,2,2,100000,1,3,0,Known,0.5,0.5,0,5
317,1,1/1/2018,8389101,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,30,Closed Won,2,3,3,61000,1,1,2,Known,0,1,0,4
317,1,1/1/2018,9503381,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,4,Closed Won,3,2,2,905,1,1,0,Unknown,0,1,0,1
317,1,1/1/2018,7269314,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,15,Closed Won,9,34,17,140000,5,1,0,Unknown,0,0,0.505814,5
318,1,1/1/2018,7709538,Garage & Car Care,Car Accessories,Midwest,Fields Sales,46,Closed Won,4,3,3,12500,1,1,2,Known,0,0,1,2
319,1,1/1/2018,6576473,Towing & Hitches,Car Accessories,Pacific,Reseller,84,Closed Lost,4,13,13,176716,1,1,0,Unknown,0.425373,0.574627,0,5
319,1,1/1/2018,8253373,Towing & Hitches,Car Accessories,Southwest,Fields Sales,16,Closed Lost,2,22,22,105000,1,1,0,Unknown,1,0,0,5
319,1,1/1/2018,6982359,Garage & Car Care,Car Accessories,Southwest,Fields Sales,84,Closed Lost,2,0,0,30000,2,2,0,Unknown,0,1,0,3
321,1,1/1/2018,8124045,Motorcycle Parts,Performance & Non-auto,Southwest,Other,16,Closed Lost,2,26,26,110000,1,1,0,Unknown,1,0,0,5
321,1,1/1/2018,6810121,Garage & Car Care,Car Accessories,Pacific,Telesales,70,Closed Won,3,1,1,7648,1,1,1,None,0,1,0,1
322,1,1/1/2018,7880117,Exterior Accessories,Car Accessories,Northwest,Fields Sales,32,Closed Lost,3,10,10,150000,1,1,0,Known,0,1,0,5
323,1,1/1/2018,8080957,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,42,Closed Won,5,1,0,45067,1,1,0,None,0,0.142857,0.142857,3
324,1,1/1/2018,7773445,Garage & Car Care,Car Accessories,Southeast,Reseller,54,Closed Won,1,0,0,7988,1,1,1,Unknown,0,0,0,1
324,1,1/1/2018,7901253,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,37,Closed Won,2,12,12,31741,1,1,0,Unknown,0,1,0,3
327,1,1/1/2018,6820035,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,43,Closed Lost,2,47,47,200000,5,5,0,Unknown,1,0,0,5
